"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"MT-ND41" 5.89438595221587 34.0880443653172 1 1 4.28589977721154e-28 7.33367572939987e-25 "MT-ND4" "gdTcells1" -1
"MT-ND51" 1.03622183400643 5.04937776662887 0.767441860465116 0.943396226415094 1.46331530262927e-20 1.21151250786145e-17 "MT-ND5" "gdTcells1" -1
"MT-ND61" 0.0174738494812485 1.26100261350241 0.0174418604651163 0.69811320754717 5.24988061607001e-30 2.82522325353808e-26 "MT-ND6" "gdTcells1" -1
"MT-CYB1" 3.66508362527991 19.2442892290678 1 1 9.78916382762794e-28 1.31700962845949e-24 "MT-CYB" "gdTcells1" -1
"PARK7" 0.700843013997672 0.495801935737728 0.638190954773869 0.435294117647059 1.63124950904126e-05 0.000856007242366675 "PARK7" "gdTcells2" 1
"ENO12" 1.02451026737994 0.755175314831693 0.726968174204355 0.523529411764706 4.33173561179746e-05 0.00199784384251924 "ENO1" "gdTcells2" 1
"CAPZB1" 0.659090395484547 0.467484335837917 0.614740368509213 0.411764705882353 7.18599578957465e-05 0.00309653475501854 "CAPZB" "gdTcells2" 1
"C1QB1" 0.0385532615942028 0.0996049813792282 0.0385259631490787 0.1 0.00165571128646546 0.0418607776430356 "C1QB" "gdTcells2" -1
"RPL111" 4.20895695734202 3.76919971967568 0.998324958123953 0.976470588235294 1.41919450970734e-05 0.000765133770598841 "RPL11" "gdTcells2" 1
"RP4-594I10.3" 0 0.0176151255411231 0 0.0176470588235294 0.00116123158152317 0.0321846508991645 "RP4-594I10.3" "gdTcells2" -1
"RUNX31" 0.429100621227627 0.255904897604394 0.408710217755444 0.252941176470588 0.000263998825106594 0.00941702153484456 "RUNX3" "gdTcells2" 1
"RSRP12" 0.306429413041357 0.0660260839401033 0.299832495812395 0.0647058823529412 8.6317240798791e-10 9.43655242695672e-08 "RSRP1" "gdTcells2" 1
"LAPTM52" 0.415847697747099 0.193681629677397 0.391959798994975 0.188235294117647 6.23372033818631e-07 4.25442404814831e-05 "LAPTM5" "gdTcells2" 1
"KHDRBS1" 0.359390771063691 0.215261734898806 0.351758793969849 0.205882352941176 0.000262850684861038 0.00940447889743721 "KHDRBS1" "gdTcells2" 1
"EIF3I" 0.288488277381615 0.16473916144415 0.28643216080402 0.164705882352941 0.00120267144342419 0.0329705713660489 "EIF3I" "gdTcells2" 1
"MARCKSL11" 0.0955677894186366 0.0117976857766832 0.0938023450586265 0.0117647058823529 0.000369185648690182 0.0124187320629202 "MARCKSL1" "gdTcells2" 1
"SYNC" 0.0502631810235801 0.151681247660838 0.050251256281407 0.147058823529412 1.6404410752632e-05 0.000857021582992591 "SYNC" "gdTcells2" -1
"ZC3H12A" 0.0772198122477707 0.00592183181997631 0.0770519262981574 0.00588235294117647 0.000662445257151301 0.0206917755322365 "ZC3H12A" "gdTcells2" 1
"YBX12" 1.89753089632039 1.22492926341441 0.979899497487437 0.782352941176471 4.66923006401787e-18 1.10259198731718e-15 "YBX1" "gdTcells2" 1
"RPS8" 4.41739136612058 5.11523704130779 0.998324958123953 0.988235294117647 0.000848803737787961 0.0256312678569372 "RPS8" "gdTcells2" -1
"PTCH2" 0.0133748492717293 0.0646811934453148 0.0134003350083752 0.0588235294117647 0.000561230652185752 0.0180066584520575 "PTCH2" "gdTcells2" -1
"HPDL" 0 0.0175453601177375 0 0.0176470588235294 0.00116123158152317 0.0321846508991645 "HPDL" "gdTcells2" -1
"SCP2" 0.309834347116767 0.158861968756484 0.309882747068677 0.152941176470588 9.46245937958112e-05 0.00394781830016658 "SCP2" "gdTcells2" 1
"TMEM59" 0.238223465872116 0.130280353787333 0.23785594639866 0.123529411764706 0.00150706373123765 0.0391074757686217 "TMEM59" "gdTcells2" 1
"DHCR241" 0.0317916648298064 0.0891318603445627 0.0318257956448911 0.0882352941176471 0.00139498570696094 0.036929587986744 "DHCR24" "gdTcells2" -1
"JUN2" 0.321186975593908 0.158239678068471 0.262981574539363 0.123529411764706 0.000203594518039172 0.00775432411125325 "JUN" "gdTcells2" 1
"RP11-386I14.41" 0.0267309086401642 0.176471887332892 0.0268006700167504 0.147058823529412 6.9200314220661e-10 7.7080010377674e-08 "RP11-386I14.4" "gdTcells2" -1
"RPL51" 2.38532595641433 2.09241347546812 0.989949748743719 0.894117647058824 8.07081799326035e-05 0.00341548917729121 "RPL5" "gdTcells2" 1
"DNTTIP2" 0.0720186080793189 0 0.0720268006700168 0 0.000322151046421342 0.0110250359568023 "DNTTIP2" "gdTcells2" 1
"RHOC" 0.596739441207198 0.429958540942502 0.547738693467337 0.382352941176471 0.00114350058155182 0.0321762514067372 "RHOC" "gdTcells2" 1
"FAM46C1" 0.089276508288061 0.00587843398518635 0.0887772194304858 0.00588235294117647 0.00019149472674728 0.0074130434055906 "FAM46C" "gdTcells2" 1
"CH17-373J23.12" 0.0201129433807243 0.112418726702393 0.0201005025125628 0.105882352941176 3.07908202471815e-07 2.24411860900291e-05 "CH17-373J23.1" "gdTcells2" -1
"CD160" 0.533250710367216 0.349886786947782 0.472361809045226 0.305882352941176 0.000312744573154073 0.0107342301605527 "CD160" "gdTcells2" 1
"HIST2H2BE" 0.00330429290018707 0.0592569443994053 0.0033500837520938 0.0588235294117647 2.60097929831875e-07 1.91936016095309e-05 "HIST2H2BE" "gdTcells2" -1
"APH1A" 0.192897942132758 0.103389067139791 0.192629815745394 0.0882352941176471 0.00170442444724439 0.0428000391067771 "APH1A" "gdTcells2" 1
"MCL12" 0.26438567835761 0.118665884045944 0.261306532663317 0.111764705882353 7.49779911062246e-05 0.0032191459672407 "MCL1" "gdTcells2" 1
"ENSA" 0.364153263729617 0.235217756325121 0.361809045226131 0.217647058823529 0.00106451145437612 0.0302859921489612 "ENSA" "gdTcells2" 1
"S100A81" 0.13528896813054 0.0238338082500092 0.11892797319933 0.0235294117647059 0.000241026867902182 0.00893314616039456 "S100A8" "gdTcells2" 1
"ILF2" 0.257894042711631 0.146551469130487 0.254606365159129 0.141176470588235 0.00204136160503459 0.0490883023842024 "ILF2" "gdTcells2" 1
"TPM3" 0.821179809844067 0.550811658695122 0.730318257956449 0.452941176470588 7.42000867420483e-08 6.08389183446781e-06 "TPM3" "gdTcells2" 1
"TAGLN2" 0.674067961494277 0.454370355053665 0.61641541038526 0.4 7.74893632063512e-06 0.000437759287740377 "TAGLN2" "gdTcells2" 1
"CD481" 0.433703111678122 0.26641328999251 0.413735343383585 0.241176470588235 2.97500783176113e-05 0.00143958678154113 "CD48" "gdTcells2" 1
"APOA21" 1.55423120843222 0.680116738090954 0.926298157453936 0.470588235294118 1.80412743898373e-25 6.87139763615511e-23 "APOA2" "gdTcells2" 1
"FCGR3A1" 0.193220307497381 0.0707981244430329 0.174204355108878 0.0647058823529412 0.000447429500673933 0.0146337953309062 "FCGR3A" "gdTcells2" 1
"MPC2" 0.261577921196643 0.140899660485989 0.25963149078727 0.141176470588235 0.000802876584444462 0.0243065739295789 "MPC2" "gdTcells2" 1
"PRDX6" 0.279765341540422 0.154586332453322 0.278056951423786 0.147058823529412 0.000929463341145276 0.0272312001709734 "PRDX6" "gdTcells2" 1
"CACYBP1" 0.380576780608437 0.193586568734053 0.363484087102178 0.194117647058824 1.23683823029176e-05 0.000679225534188597 "CACYBP" "gdTcells2" 1
"ARPC5" 0.699078796602001 0.533067046830662 0.64321608040201 0.464705882352941 0.000243808851773277 0.00896776047628373 "ARPC5" "gdTcells2" 1
"RGS12" 0.342382714948416 0.0647924359116573 0.291457286432161 0.0529411764705882 3.39100964076118e-10 4.00376508284672e-08 "RGS1" "gdTcells2" 1
"RGS22" 0.119171326934569 0.019846840991786 0.117252931323283 0.0176470588235294 0.000104646973671826 0.00430511086461062 "RGS2" "gdTcells2" 1
"BTG21" 0.175931432814564 0.041095942214038 0.172529313232831 0.0411764705882353 1.50693238950135e-05 0.00079786326111401 "BTG2" "gdTcells2" 1
"SRP9" 0.469290286123125 0.342919565350218 0.455611390284757 0.305882352941176 0.000862234249368555 0.0258393781816187 "SRP9" "gdTcells2" 1
"ARF11" 0.420291519163089 0.25464478374127 0.412060301507538 0.241176470588235 0.000153078735951342 0.00608552402484005 "ARF1" "gdTcells2" 1
"AC092580.41" 0.134348491871535 0.467071895153933 0.132328308207705 0.270588235294118 2.25107784548704e-06 0.000135604470008497 "AC092580.4" "gdTcells2" -1
"ID21" 1.04899733365222 0.593750130183608 0.718592964824121 0.5 3.26038817143881e-09 3.31856923622224e-07 "ID2" "gdTcells2" 1
"YWHAQ1" 0.479288356887918 0.206242842150129 0.469011725293132 0.188235294117647 1.65436157659313e-10 2.01371619946754e-08 "YWHAQ" "gdTcells2" 1
"APOB1" 0.0168210878219106 0.0737849651698412 0.016750418760469 0.0705882352941176 0.000200108875576433 0.00767105679847708 "APOB" "gdTcells2" -1
"PPP1CB" 0.253154215826868 0.48226880699851 0.246231155778894 0.394117647058824 2.27919897585636e-05 0.00115993544430759 "PPP1CB" "gdTcells2" -1
"YPEL51" 0.152603336919786 0.0294042374597339 0.150753768844221 0.0294117647058824 2.2088003607372e-05 0.00112897427962009 "YPEL5" "gdTcells2" 1
"LBH" 0.253138920269711 0.134615441362461 0.246231155778894 0.129411764705882 0.0013479769365297 0.0359267803377113 "LBH" "gdTcells2" 1
"SRSF71" 0.60220028873823 0.445037939561483 0.552763819095477 0.364705882352941 0.000103132898680318 0.00427259696392461 "SRSF7" "gdTcells2" 1
"ZFP36L22" 0.796057370311368 0.212430194295414 0.608040201005025 0.188235294117647 1.22694485403677e-19 3.14924736774178e-17 "ZFP36L2" "gdTcells2" 1
"RTN4" 0.261528152368419 0.117433998025186 0.257956448911223 0.117647058823529 7.9106655111186e-05 0.00335975639171861 "RTN4" "gdTcells2" 1
"REL1" 0.358478579260266 0.105650599231794 0.338358458961474 0.0941176470588235 1.18019071906096e-09 1.26677380181389e-07 "REL" "gdTcells2" 1
"TMSB101" 7.22384461312115 8.73881282617472 1 0.994117647058824 1.61392715949369e-06 0.000101901807337658 "TMSB10" "gdTcells2" -1
"GNLY1" 2.57949201383977 2.06553008809031 0.370184254606365 0.223529411764706 0.00168290895412176 0.0423669637981142 "GNLY" "gdTcells2" 1
"IGKC2" 0.822925941328078 0.19421093771091 0.725293132328308 0.182352941176471 2.47471991581607e-30 1.32813718391092e-27 "IGKC" "gdTcells2" 1
"DUSP22" 0.4613935815556 0.0410884419586948 0.385259631490787 0.0411764705882353 2.18720951165463e-17 4.87252503851062e-15 "DUSP2" "gdTcells2" 1
"EIF5B2" 0.201272877927792 0.366049929990458 0.201005025125628 0.335294117647059 0.000159320397124378 0.00629129073193156 "EIF5B" "gdTcells2" -1
"RPL311" 4.02510478919556 3.35990917739105 0.998324958123953 0.970588235294118 2.14444495209891e-06 0.000131188919945242 "RPL31" "gdTcells2" 1
"RP11-803D5.4" 0.00168515279280372 0.0234802108432439 0.0016750418760469 0.0235294117647059 0.00182371663065946 0.0447663664411565 "RP11-803D5.4" "gdTcells2" -1
"ACTR3" 0.486272081323405 0.321663144771607 0.470686767169179 0.305882352941176 0.000291346845399767 0.010207513957374 "ACTR3" "gdTcells2" 1
"MARCO" 0.00335976778866112 0.0297077836080116 0.0033500837520938 0.0294117647058824 0.00161718157762228 0.0411509976012636 "MARCO" "gdTcells2" -1
"CXCR42" 0.339930233953635 0.178653672740828 0.303182579564489 0.129411764705882 1.43238814372528e-05 0.000765258226830967 "CXCR4" "gdTcells2" 1
"NR4A22" 0.519156358803656 0.064839947272005 0.474036850921273 0.0647058823529412 9.00642875029232e-21 2.72663857063337e-18 "NR4A2" "gdTcells2" 1
"CYTIP2" 0.133868782939276 0.0352326022441714 0.132328308207705 0.0352941176470588 0.000373837279921057 0.012503956838606 "CYTIP" "gdTcells2" 1
"OLA1" 0.12084811570826 0.029210746778949 0.120603015075377 0.0294117647058824 0.000393206596748976 0.0130777191206061 "OLA1" "gdTcells2" 1
"NFE2L21" 0.113786022391318 0.017726523628294 0.112227805695142 0.0176470588235294 0.000177375313845385 0.00688904714004101 "NFE2L2" "gdTcells2" 1
"HSPD1" 0.318628699896176 0.195348894288662 0.313232830820771 0.170588235294118 0.000573909503394012 0.0183139175853327 "HSPD1" "gdTcells2" 1
"HSPE1" 0.494630137708167 0.313241723547125 0.462311557788945 0.270588235294118 2.69009646115915e-05 0.0013124780544176 "HSPE1" "gdTcells2" 1
"BZW1" 0.289769301082192 0.141944628394776 0.289782244556114 0.123529411764706 1.80361103737983e-05 0.000934001557822092 "BZW1" "gdTcells2" 1
"SUMO1" 0.32176892542925 0.169826686557855 0.318257956448911 0.170588235294118 5.87440811721439e-05 0.00260748633984775 "SUMO1" "gdTcells2" 1
"NBEAL12" 0.274796822742762 0.581812142313664 0.274706867671692 0.494117647058824 6.37000682928373e-09 6.21575790358289e-07 "NBEAL1" "gdTcells2" -1
"EEF1B21" 1.64972775057573 1.28676315688796 0.95142378559464 0.770588235294118 7.40473957483732e-07 5.02458391724737e-05 "EEF1B2" "gdTcells2" 1
"CPS1" 0.00502469322978247 0.0380027000412737 0.0050251256281407 0.0352941176470588 0.00120151449770745 0.0329705713660489 "CPS1" "gdTcells2" -1
"ARPC21" 2.31231068771633 1.67662390501491 0.984924623115578 0.858823529411765 4.64303698840581e-13 6.93928325596296e-11 "ARPC2" "gdTcells2" 1
"PTMA" 11.9473948440017 14.9122052117338 1 1 1.29349749763744e-13 2.12115624369517e-11 "PTMA" "gdTcells2" -1
"RNPEPL11" 0.193980875245201 0.0882938570503877 0.194304857621441 0.0823529411764706 0.000763067924683234 0.0234623515279556 "RNPEPL1" "gdTcells2" 1
"TADA3" 0.213004707623222 0.105441812488899 0.209380234505863 0.105882352941176 0.00123145202460717 0.0336568380892057 "TADA3" "gdTcells2" 1
"BRK1" 0.544503109496874 0.405938873645151 0.529313232830821 0.370588235294118 0.00113474478807066 0.0320903901391053 "BRK1" "gdTcells2" 1
"RPL152" 4.92764623516026 3.72724725514728 1 0.982352941176471 1.58014014022367e-16 3.10945243927015e-14 "RPL15" "gdTcells2" 1
"CSRNP11" 0.0704237224981829 0.00586670838548185 0.0703517587939698 0.00588235294117647 0.00127161239306263 0.0342402523864607 "CSRNP1" "gdTcells2" 1
"RPSA2" 4.38649336511818 3.16720126923286 0.998324958123953 0.988235294117647 1.17346497946752e-19 3.07891133612734e-17 "RPSA" "gdTcells2" 1
"IMPDH2" 0.22625793907741 0.111390229624296 0.222780569514238 0.111764705882353 0.00101560537851089 0.0291757973335232 "IMPDH2" "gdTcells2" 1
"RHOA" 1.05328363074653 0.756877765235908 0.844221105527638 0.588235294117647 1.36135575038969e-07 1.06447200959278e-05 "RHOA" "gdTcells2" 1
"GNAI2" 0.456044927990167 0.297651916394057 0.440536013400335 0.264705882352941 0.000254183828415572 0.00922917826090541 "GNAI2" "gdTcells2" 1
"MAPKAPK3" 0.0973589273339798 0.0116713811481721 0.0971524288107203 0.0117647058823529 0.000233980125890492 0.008714837054855 "MAPKAPK3" "gdTcells2" 1
"RPL291" 3.22749371506267 2.41391228359279 0.996649916247906 0.941176470588235 4.57556241951625e-14 7.82951673727948e-12 "RPL29" "gdTcells2" 1
"SPCS1" 0.363627406266645 0.237183790382187 0.361809045226131 0.223529411764706 0.00129746664569742 0.0348163379221579 "SPCS1" "gdTcells2" 1
"ITIH32" 0.0117889210081106 0.259570264545367 0.0117252931323283 0.235294117647059 1.17820953079646e-26 4.96825711789779e-24 "ITIH3" "gdTcells2" -1
"TKT" 0.246084383298765 0.0759044525033173 0.246231155778894 0.0705882352941176 9.69461157980926e-07 6.50365221152318e-05 "TKT" "gdTcells2" 1
"RPL241" 1.97643329941933 1.76390739670002 0.983249581239531 0.917647058823529 0.000377375944146352 0.0125866603743954 "RPL24" "gdTcells2" 1
"COX171" 0.328140267368442 0.602484102943789 0.324958123953099 0.494117647058824 3.83408254357006e-06 0.000225218968119063 "COX17" "gdTcells2" -1
"CNBP1" 0.30065902421414 0.13263106374294 0.289782244556114 0.123529411764706 6.76636412790405e-06 0.000385944257285812 "CNBP" "gdTcells2" 1
"ATP1B31" 0.258426244115387 0.14099280167673 0.249581239530988 0.141176470588235 0.00192152534598448 0.0466819953910261 "ATP1B3" "gdTcells2" 1
"GYG1" 0.269921897577986 0.117208247391166 0.268006700167504 0.1 1.11810795071189e-05 0.000619788759345319 "GYG1" "gdTcells2" 1
"CP1" 0.00330976068806405 0.0353431738505846 0.0033500837520938 0.0352941176470588 0.000294573263155158 0.0102900192842395 "CP" "gdTcells2" -1
"SMC4" 0.600529258622494 0.445024670748005 0.539363484087102 0.358823529411765 0.00171518365335625 0.0429050283796129 "SMC4" "gdTcells2" 1
"GOLIM4" 0.0402694742191913 0.144873624240697 0.0402010050251256 0.141176470588235 1.82144754142691e-06 0.000113704938740542 "GOLIM4" "gdTcells2" -1
"EIF4A21" 0.323817048828785 0.17690606912439 0.313232830820771 0.152941176470588 3.37434105564745e-05 0.00161140421372729 "EIF4A2" "gdTcells2" 1
"RPL39L" 0.118906897704039 0.0389000891208035 0.11892797319933 0.0352941176470588 0.00145345480836544 0.0383056717017204 "RPL39L" "gdTcells2" 1
"ATP5I2" 0.544993990258642 0.835556863285005 0.519262981574539 0.629411764705882 0.000257947312144801 0.00928531681248067 "ATP5I" "gdTcells2" -1
"WDR11" 0.544362754583265 0.28588617392395 0.522613065326633 0.282352941176471 2.66832030833196e-08 2.4422370449981e-06 "WDR1" "gdTcells2" 1
"RPL92" 3.00935606699797 2.00146588511909 0.986599664991625 0.870588235294118 1.88461131028524e-17 4.27915495010344e-15 "RPL9" "gdTcells2" 1
"JCHAIN1" 0.105690754571405 0.0175655383927335 0.105527638190955 0.0176470588235294 0.000306172355968179 0.0105392915653536 "JCHAIN" "gdTcells2" 1
"AREG1" 0.204729411314912 0.00590597684857075 0.187604690117253 0.00588235294117647 4.45759427965344e-09 4.42275761847632e-07 "AREG" "gdTcells2" 1
"CCNI1" 0.637128112806069 0.416007895658468 0.584589614740369 0.370588235294118 2.36905204849219e-06 0.000141269684528016 "CCNI" "gdTcells2" 1
"HNRNPDL2" 0.594722635901835 0.39576784830724 0.564489112227806 0.347058823529412 1.06766710937401e-06 7.08199188785334e-05 "HNRNPDL" "gdTcells2" 1
"ADH41" 0.0789077854920872 0.0117344335405064 0.0787269681742044 0.0117647058823529 0.00160157519441609 0.0408418970204552 "ADH4" "gdTcells2" 1
"ADH1B" 0.0889614153152258 0.00577456113335387 0.0871021775544389 0.00588235294117647 0.000217864217508197 0.00819211087936079 "ADH1B" "gdTcells2" 1
"H2AFZ1" 2.647835821784 2.28398019872642 0.966499162479062 0.905882352941176 0.000278224904930013 0.0098945826882791 "H2AFZ" "gdTcells2" 1
"UBE2D31" 0.527749933983991 0.241095958009947 0.509212730318258 0.241176470588235 1.87621325538981e-09 1.97789731307031e-07 "UBE2D3" "gdTcells2" 1
"RPL34" 4.53030839620761 5.22749515714284 0.998324958123953 0.982352941176471 0.00152129496132914 0.0393040035195036 "RPL34" "gdTcells2" -1
"PRMT91" 0.138965321937101 0.0235282778897314 0.137353433835846 0.0235294117647059 3.54191184617788e-05 0.00167949209509326 "PRMT9" "gdTcells2" 1
"RPS3A2" 4.98149065020239 3.62936029916493 1 0.982352941176471 1.27496447516815e-20 3.76337638957757e-18 "RPS3A" "gdTcells2" 1
"FGG2" 0.597638226372609 0.27178585012649 0.527638190954774 0.247058823529412 8.54633926442896e-10 9.43052595281427e-08 "FGG" "gdTcells2" 1
"RAPGEF2" 0.00167281146076588 0.0233819504883797 0.0016750418760469 0.0235294117647059 0.00182371663065946 0.0447663664411565 "RAPGEF2" "gdTcells2" -1
"HMGB21" 3.72754408921558 3.05609435715485 0.956448911222781 0.917647058823529 9.87614560050844e-05 0.00410590320792969 "HMGB2" "gdTcells2" 1
"SUB12" 1.05482412290403 0.75658160382809 0.793969849246231 0.564705882352941 1.41128132060618e-06 9.05597747412887e-05 "SUB1" "gdTcells2" 1
"DNAJC21" 0.0385260954864879 0.111684548319313 0.0368509212730318 0.1 0.000851802633333541 0.0256562083973702 "DNAJC21" "gdTcells2" -1
"ITGA11" 0.00333787480892025 0.0292402779577091 0.0033500837520938 0.0294117647058824 0.0016639845583123 0.0419800548717806 "ITGA1" "gdTcells2" -1
"BTF32" 1.33422267074315 0.780104304090927 0.917922948073702 0.6 1.79152686694756e-16 3.46763241279506e-14 "BTF3" "gdTcells2" 1
"POLK" 0.0184337198720549 0.0646869798946257 0.0184254606365159 0.0647058823529412 0.00152098285506812 0.0393040035195036 "POLK" "gdTcells2" -1
"RPS232" 5.03116456080148 4.1218105804385 0.998324958123953 0.982352941176471 2.11623089489685e-09 2.21118036956169e-07 "RPS23" "gdTcells2" 1
"IRF11" 0.603599103398219 0.314802724593813 0.536013400335008 0.3 8.96786537145914e-08 7.20296506400123e-06 "IRF1" "gdTcells2" 1
"DDX46" 0.196534125061955 0.360313573349991 0.194304857621441 0.305882352941176 0.00131427507349393 0.0351874054257206 "DDX46" "gdTcells2" -1
"H2AFY" 0.417478677216029 0.30842032605803 0.412060301507538 0.282352941176471 0.00157301421807109 0.0402875897456949 "H2AFY" "gdTcells2" 1
"HNRNPA02" 0.570490755766525 0.313623170790627 0.536013400335008 0.276470588235294 1.3669573559145e-09 1.45402391903446e-07 "HNRNPA0" "gdTcells2" 1
"SPINK11" 0.521803860890904 0.326810914802198 0.474036850921273 0.288235294117647 2.66153768038736e-05 0.00130839784995197 "SPINK1" "gdTcells2" 1
"GRPEL2" 0 0.02323722066466 0 0.0235294117647059 0.000174234385886781 0.00681962220715614 "GRPEL2" "gdTcells2" -1
"CD742" 1.14963742493364 0.670344193531072 0.792294807370184 0.511764705882353 7.54126153463727e-12 1.04752558752308e-09 "CD74" "gdTcells2" 1
"RPS142" 5.1302078584439 4.15834281128213 0.998324958123953 0.976470588235294 7.56929920520719e-11 9.71420822998709e-09 "RPS14" "gdTcells2" 1
"ANXA61" 0.454086926812805 0.267026934365014 0.440536013400335 0.252941176470588 2.0612796035929e-05 0.0010581534034618 "ANXA6" "gdTcells2" 1
"MFAP3" 0 0.0294091082801072 0 0.0294117647058824 2.67063505034793e-05 0.00130839784995197 "MFAP3" "gdTcells2" -1
"CCNG1" 0.129053288719749 0.0353183305673963 0.127303182579564 0.0352941176470588 0.000647357025549143 0.0202741230786704 "CCNG1" "gdTcells2" 1
"NPM12" 1.28595765065656 0.719183971003059 0.860971524288107 0.547058823529412 2.91470115151825e-14 5.0608641905847e-12 "NPM1" "gdTcells2" 1
"DUSP12" 0.382456368780289 0.0390824165437824 0.340033500837521 0.0352941176470588 1.85246837432646e-14 3.31395365085948e-12 "DUSP1" "gdTcells2" 1
"F12" 0.0100273119745202 0.0473983681653919 0.0100502512562814 0.0470588235294118 0.00140319810286633 0.037063892618664 "F12" "gdTcells2" -1
"SQSTM1" 0.237577776117924 0.11535954005212 0.227805695142379 0.105882352941176 0.000453044803383869 0.0147358126544169 "SQSTM1" "gdTcells2" 1
"GNB2L12" 2.46956037730976 1.73614210202789 0.996649916247906 0.858823529411765 1.28251144193149e-15 2.40358930077541e-13 "GNB2L1" "gdTcells2" 1
"PRPF4B" 0.114050921433422 0.260763633908056 0.113902847571189 0.252941176470588 7.85285530497024e-06 0.000441517440884684 "PRPF4B" "gdTcells2" -1
"NUP153" 0.0267889554520128 0.0862236479707955 0.0268006700167504 0.0823529411764706 0.000926663647062405 0.0272312001709734 "NUP153" "gdTcells2" -1
"HIST1H3B" 0.00336937605616329 0.0412056452966266 0.0033500837520938 0.0352941176470588 0.000304896399425289 0.0105260578596912 "HIST1H3B" "gdTcells2" -1
"HIST1H4C" 3.18536666948174 5.32100816741313 0.675041876046901 0.770588235294118 5.3941021680174e-06 0.0003106739721843 "HIST1H4C" "gdTcells2" -1
"HIST1H2BC" 0.0117190774066696 0.0707118138540851 0.0117252931323283 0.0588235294117647 0.000222493501607051 0.00831323029580523 "HIST1H2BC" "gdTcells2" -1
"HIST1H2AC" 0.0150416438935532 0.0711418593380689 0.0150753768844221 0.0705882352941176 8.48742259018871e-05 0.003566227705422 "HIST1H2AC" "gdTcells2" -1
"HIST1H2BD" 0.00169424330011487 0.0350999446167758 0.0016750418760469 0.0352941176470588 4.99998105420669e-05 0.00226186882402369 "HIST1H2BD" "gdTcells2" -1
"HIST1H2BF" 0 0.0294613634618929 0 0.0294117647058824 2.67065200168056e-05 0.00130839784995197 "HIST1H2BF" "gdTcells2" -1
"HIST1H4E1" 0.0101954566483829 0.0529823132264361 0.0100502512562814 0.0529411764705882 0.000419084534741878 0.0138215952561378 "HIST1H4E" "gdTcells2" -1
"HIST1H3G" 0.0100827669517624 0.0644133968084665 0.0100502512562814 0.0529411764705882 0.000373649542236463 0.012503956838606 "HIST1H3G" "gdTcells2" -1
"HIST1H2BK" 0.00333255908792454 0.0412211039983193 0.0033500837520938 0.0352941176470588 0.000297125581730613 0.0103181227749804 "HIST1H2BK" "gdTcells2" -1
"HIST1H2AJ" 0.023387857275782 0.0820527895223323 0.0234505862646566 0.0764705882352941 0.000961226832593701 0.0279537074197877 "HIST1H2AJ" "gdTcells2" -1
"HIST1H2AL" 0.00503483745335022 0.0351517606016372 0.0050251256281407 0.0352941176470588 0.00125577821708658 0.0340068197457367 "HIST1H2AL" "gdTcells2" -1
"HIST1H1B" 0.0385523870171851 0.152647495038004 0.0385259631490787 0.141176470588235 1.08917428597078e-06 7.18429094662405e-05 "HIST1H1B" "gdTcells2" -1
"HIST1H2BO" 0.00166505156664702 0.023456073510294 0.0016750418760469 0.0235294117647059 0.00180637674514804 0.0446190172174956 "HIST1H2BO" "gdTcells2" -1
"ZSCAN16-AS1" 0.100110864035495 0.190683444033275 0.100502512562814 0.188235294117647 0.00139080161249898 0.0369015609860123 "ZSCAN16-AS1" "gdTcells2" -1
"HLA-A2" 3.95292253195759 2.91676549639475 0.993299832495812 0.935294117647059 2.72291188767181e-13 4.20056681390906e-11 "HLA-A" "gdTcells2" 1
"HLA-E2" 2.29262123214523 1.56608671294102 0.964824120603015 0.852941176470588 1.78093968315751e-11 2.33639498211563e-09 "HLA-E" "gdTcells2" 1
"TUBB" 3.60011011670705 2.65034353629565 0.938023450586265 0.829411764705882 4.41953118841106e-08 3.89413468220667e-06 "TUBB" "gdTcells2" 1
"HLA-C2" 4.88987105205553 2.93851737558466 0.996649916247906 0.911764705882353 4.33960219421377e-28 2.04950732428328e-25 "HLA-C" "gdTcells2" 1
"HLA-B2" 7.71105595296649 6.04743096307116 0.998324958123953 0.976470588235294 4.05611916791611e-12 5.76995168862477e-10 "HLA-B" "gdTcells2" 1
"CLIC11" 1.54262527380252 1.01280412368741 0.934673366834171 0.7 5.51655474307334e-13 8.14174523143337e-11 "CLIC1" "gdTcells2" 1
"HSPA1A1" 0.120717911570075 0.0176594460983598 0.113902847571189 0.0176470588235294 0.000134055736362818 0.00538366013345506 "HSPA1A" "gdTcells2" 1
"GPSM31" 0.461295781292552 0.311661043551463 0.45393634840871 0.282352941176471 0.000436221344512524 0.0143467003193854 "GPSM3" "gdTcells2" 1
"TAP11" 0.286311513886563 0.0878619190885102 0.284757118927973 0.0823529411764706 3.56190460308786e-08 3.16206072546303e-06 "TAP1" "gdTcells2" 1
"BRD21" 0.400708205934218 0.230344900577746 0.388609715242881 0.205882352941176 4.76370837290557e-05 0.00216327325995754 "BRD2" "gdTcells2" 1
"RPS101" 2.19345892583877 1.96345985675434 0.97822445561139 0.905882352941176 0.00064712888116462 0.0202741230786704 "RPS10" "gdTcells2" 1
"RPL10A2" 2.98830839843803 2.52488736058498 0.989949748743719 0.958823529411765 1.19257734397517e-05 0.00065797947197733 "RPL10A" "gdTcells2" 1
